"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"01/01/2016","35","","MORRISANIA","36-005-0080","AQS"
"01/02/2016","44","","MORRISANIA","36-005-0080","AQS"
"01/03/2016","51","","MORRISANIA","36-005-0080","AQS"
"01/04/2016","45","","MORRISANIA","36-005-0080","AQS"
"01/05/2016","59","","IS 74","36-005-0112","AQS"
"01/06/2016","64","","IS 74","36-005-0112","AQS"
"01/07/2016","77","","IS 74","36-005-0112","AQS"
"01/08/2016","55","","IS 74","36-005-0112","AQS"
"01/09/2016","47","","MORRISANIA","36-005-0080","AQS"
"01/10/2016","28","","MORRISANIA","36-005-0080","AQS"
"01/11/2016","37","","IS 74","36-005-0112","AQS"
"01/12/2016","48","","IS 74","36-005-0112","AQS"
"01/13/2016","43","","IS 74","36-005-0112","AQS"
"01/14/2016","54","","IS 74","36-005-0112","AQS"
"01/15/2016","66","","MORRISANIA","36-005-0080","AQS"
"01/16/2016","45","","MORRISANIA","36-005-0080","AQS"
"01/17/2016","33","","MORRISANIA","36-005-0080","AQS"
"01/18/2016","40","","IS 74","36-005-0112","AQS"
"01/19/2016","34","","IS 74","36-005-0112","AQS"
"01/20/2016","32","","MORRISANIA","36-005-0080","AQS"
"01/21/2016","36","","IS 74","36-005-0112","AQS"
"01/22/2016","26","","MORRISANIA","36-005-0080","AQS"
"01/23/2016","30","","MORRISANIA","36-005-0080","AQS"
"01/24/2016","47","","MORRISANIA","36-005-0080","AQS"
"01/25/2016","61","","IS 74","36-005-0112","AQS"
"01/26/2016","56","","IS 74","36-005-0112","AQS"
"01/27/2016","44","","IS 74","36-005-0112","AQS"
"01/28/2016","54","","IS 52","36-005-0110","AQS"
"01/29/2016","48","","IS 74","36-005-0112","AQS"
"01/30/2016","43","","IS 74","36-005-0112","AQS"
"01/31/2016","56","","MORRISANIA","36-005-0080","AQS"
"02/01/2016","54","","IS 74","36-005-0112","AQS"
"02/02/2016","41","","MORRISANIA","36-005-0080","AQS"
"02/03/2016","50","","MORRISANIA","36-005-0080","AQS"
"02/04/2016","39","","IS 74","36-005-0112","AQS"
"02/05/2016","29","","IS 74","36-005-0112","AQS"
"02/06/2016","49","","MORRISANIA","36-005-0080","AQS"
"02/07/2016","50","","IS 52","36-005-0110","AQS"
"02/08/2016","30","","IS 74","36-005-0112","AQS"
"02/09/2016","38","","IS 52","36-005-0110","AQS"
"02/10/2016","43","","IS 52","36-005-0110","AQS"
"02/11/2016","33","","IS 74","36-005-0112","AQS"
"02/12/2016","28","","IS 52","36-005-0110","AQS"
"02/13/2016","37","","IS 74","36-005-0112","AQS"
"02/14/2016","30","","MORRISANIA","36-005-0080","AQS"
"02/15/2016","50","","IS 52","36-005-0110","AQS"
"02/16/2016","45","","MORRISANIA","36-005-0080","AQS"
"02/17/2016","40","","IS 74","36-005-0112","AQS"
"02/18/2016","26","","IS 74","36-005-0112","AQS"
"02/19/2016","33","","MORRISANIA","36-005-0080","AQS"
"02/20/2016","39","","MORRISANIA","36-005-0080","AQS"
"02/21/2016","37","","MORRISANIA","36-005-0080","AQS"
"02/22/2016","26","","MORRISANIA","36-005-0080","AQS"
"02/23/2016","25","","MORRISANIA","36-005-0080","AQS"
"02/24/2016","17","","MORRISANIA","36-005-0080","AQS"
"02/25/2016","28","","MORRISANIA","36-005-0080","AQS"
"02/26/2016","26","","IS 74","36-005-0112","AQS"
"02/27/2016","32","","MORRISANIA","36-005-0080","AQS"
"02/28/2016","54","","IS 74","36-005-0112","AQS"
"02/29/2016","48","","IS 74","36-005-0112","AQS"
"03/01/2016","25","","MORRISANIA","36-005-0080","AQS"
"03/02/2016","35","","IS 74","36-005-0112","AQS"
"03/03/2016","23","","IS 74","36-005-0112","AQS"
"03/04/2016","43","","IS 52","36-005-0110","AQS"
"03/05/2016","25","","IS 74","36-005-0112","AQS"
"03/06/2016","33","","IS 74","36-005-0112","AQS"
"03/07/2016","65","","PFIZER LAB SITE","36-005-0133","AQS"
"03/08/2016","76","","IS 74","36-005-0112","AQS"
"03/09/2016","81","","IS 52","36-005-0110","AQS"
"03/10/2016","62","","IS 74","36-005-0112","AQS"
"03/11/2016","14","","IS 74","36-005-0112","AQS"
"03/12/2016","21","","MORRISANIA","36-005-0080","AQS"
"03/13/2016","34","","IS 74","36-005-0112","AQS"
"03/14/2016","18","","IS 74","36-005-0112","AQS"
"03/15/2016","17","","IS 74","36-005-0112","AQS"
"03/16/2016","43","","IS 52","36-005-0110","AQS"
"03/17/2016","25","","IS 74","36-005-0112","AQS"
"03/18/2016","31","","IS 74","36-005-0112","AQS"
"03/19/2016","23","","IS 74","36-005-0112","AQS"
"03/20/2016","18","","IS 74","36-005-0112","AQS"
"03/21/2016","24","","IS 74","36-005-0112","AQS"
"03/22/2016","30","","IS 74","36-005-0112","AQS"
"03/23/2016","52","","IS 74","36-005-0112","AQS"
"03/24/2016","41","","IS 74","36-005-0112","AQS"
"03/25/2016","55","","IS 74","36-005-0112","AQS"
"03/26/2016","18","","IS 74","36-005-0112","AQS"
"03/27/2016","18","","IS 74","36-005-0112","AQS"
"03/28/2016","15","","IS 52","36-005-0110","AQS"
"03/29/2016","20","","IS 74","36-005-0112","AQS"
"03/30/2016","33","","IS 74","36-005-0112","AQS"
"03/31/2016","49","","IS 74","36-005-0112","AQS"
"04/01/2016","37","","MORRISANIA","36-005-0080","AQS"
"04/02/2016","18","","IS 74","36-005-0112","AQS"
"04/03/2016","18","","MORRISANIA","36-005-0080","AQS"
"04/04/2016","22","","MORRISANIA","36-005-0080","AQS"
"04/05/2016","21","","IS 74","36-005-0112","AQS"
"04/06/2016","24","","IS 74","36-005-0112","AQS"
"04/07/2016","22","","MORRISANIA","36-005-0080","AQS"
"04/08/2016","15","","MORRISANIA","36-005-0080","AQS"
"04/09/2016","22","","IS 74","36-005-0112","AQS"
"04/10/2016","20","","MORRISANIA","36-005-0080","AQS"
"04/11/2016","39","","IS 74","36-005-0112","AQS"
"04/12/2016","31","","MORRISANIA","36-005-0080","AQS"
"04/13/2016","20","","IS 74","36-005-0112","AQS"
"04/14/2016","24","","MORRISANIA","36-005-0080","AQS"
"04/15/2016","28","","IS 74","36-005-0112","AQS"
"04/16/2016","24","","MORRISANIA","36-005-0080","AQS"
"04/17/2016","28","","MORRISANIA","36-005-0080","AQS"
"04/18/2016","41","","IS 74","36-005-0112","AQS"
"04/19/2016","30","","IS 74","36-005-0112","AQS"
"04/20/2016","15","","IS 74","36-005-0112","AQS"
"04/21/2016","52","","IS 74","36-005-0112","AQS"
"04/22/2016","85","","IS 74","36-005-0112","AQS"
"04/23/2016","31","","IS 74","36-005-0112","AQS"
"04/24/2016","35","","IS 52","36-005-0110","AQS"
"04/25/2016","30","","IS 74","36-005-0112","AQS"
"04/26/2016","33","","IS 52","36-005-0110","AQS"
"04/27/2016","23","","PFIZER LAB SITE","36-005-0133","AQS"
"04/28/2016","19","","IS 74","36-005-0112","AQS"
"04/29/2016","19","","IS 74","36-005-0112","AQS"
"04/30/2016","22","","IS 52","36-005-0110","AQS"
"05/01/2016","8","","MORRISANIA","36-005-0080","AQS"
"05/02/2016","47","","IS 52","36-005-0110","AQS"
"05/03/2016","23","","IS 52","36-005-0110","AQS"
"05/04/2016","8","","IS 52","36-005-0110","AQS"
"05/05/2016","4","","IS 74","36-005-0112","AQS"
"05/06/2016","18","","IS 52","36-005-0110","AQS"
"05/07/2016","12","","IS 52","36-005-0110","AQS"
"05/08/2016","18","","IS 52","36-005-0110","AQS"
"05/09/2016","45","","PFIZER LAB SITE","36-005-0133","AQS"
"05/10/2016","17","","IS 74","36-005-0112","AQS"
"05/11/2016","34","","IS 74","36-005-0112","AQS"
"05/12/2016","54","","PFIZER LAB SITE","36-005-0133","AQS"
"05/13/2016","59","","MORRISANIA","36-005-0080","AQS"
"05/14/2016","20","","MORRISANIA","36-005-0080","AQS"
"05/15/2016","13","","PFIZER LAB SITE","36-005-0133","AQS"
"05/16/2016","13","","IS 52","36-005-0110","AQS"
"05/17/2016","21","","MORRISANIA","36-005-0080","AQS"
"05/18/2016","22","","PFIZER LAB SITE","36-005-0133","AQS"
"05/19/2016","24","","MORRISANIA","36-005-0080","AQS"
"05/20/2016","18","","IS 74","36-005-0112","AQS"
"05/21/2016","30","","PFIZER LAB SITE","36-005-0133","AQS"
"05/22/2016","17","","IS 52","36-005-0110","AQS"
"05/23/2016","30","","IS 52","36-005-0110","AQS"
"05/24/2016","35","","PFIZER LAB SITE","36-005-0133","AQS"
"05/25/2016","53","","IS 74","36-005-0112","AQS"
"05/26/2016","62","","MORRISANIA","36-005-0080","AQS"
"05/27/2016","69","","MORRISANIA","36-005-0080","AQS"
"05/28/2016","54","","MORRISANIA","36-005-0080","AQS"
"05/29/2016","26","","IS 52","36-005-0110","AQS"
"05/30/2016","27","","PFIZER LAB SITE","36-005-0133","AQS"
"05/31/2016","26","","IS 74","36-005-0112","AQS"
"06/01/2016","26","","IS 52","36-005-0110","AQS"
"06/02/2016","41","","PFIZER LAB SITE","36-005-0133","AQS"
"06/03/2016","31","","IS 52","36-005-0110","AQS"
"06/04/2016","49","","IS 52","36-005-0110","AQS"
"06/05/2016","26","","PFIZER LAB SITE","36-005-0133","AQS"
"06/06/2016","23","","IS 52","36-005-0110","AQS"
"06/07/2016","35","","IS 74","36-005-0112","AQS"
"06/08/2016","19","","PFIZER LAB SITE","36-005-0133","AQS"
"06/09/2016","10","","IS 74","36-005-0112","AQS"
"06/10/2016","11","","IS 74","36-005-0112","AQS"
"06/11/2016","57","","PFIZER LAB SITE","36-005-0133","AQS"
"06/12/2016","23","","IS 52","36-005-0110","AQS"
"06/13/2016","0","","MORRISANIA","36-005-0080","AQS"
"06/14/2016","18","","PFIZER LAB SITE","36-005-0133","AQS"
"06/15/2016","25","","IS 74","36-005-0112","AQS"
"06/16/2016","54","","IS 74","36-005-0112","AQS"
"06/17/2016","35","","IS 52","36-005-0110","AQS"
"06/18/2016","22","","IS 74","36-005-0112","AQS"
"06/19/2016","32","","IS 52","36-005-0110","AQS"
"06/20/2016","45","","IS 52","36-005-0110","AQS"
"06/21/2016","27","","IS 52","36-005-0110","AQS"
"06/22/2016","25","","IS 52","36-005-0110","AQS"
"06/23/2016","50","","IS 52","36-005-0110","AQS"
"06/24/2016","45","","IS 52","36-005-0110","AQS"
"06/25/2016","27","","IS 52","36-005-0110","AQS"
"06/26/2016","38","","PFIZER LAB SITE","36-005-0133","AQS"
"06/27/2016","28","","MORRISANIA","36-005-0080","AQS"
"06/28/2016","23","","IS 52","36-005-0110","AQS"
"06/29/2016","25","","IS 52","36-005-0110","AQS"
"06/30/2016","20","","IS 52","36-005-0110","AQS"
"07/01/2016","25","","IS 52","36-005-0110","AQS"
"07/02/2016","31","","PFIZER LAB SITE","36-005-0133","AQS"
"07/03/2016","28","","IS 52","36-005-0110","AQS"
"07/04/2016","50","","IS 52","36-005-0110","AQS"
"07/05/2016","35","","PFIZER LAB SITE","36-005-0133","AQS"
"07/06/2016","40","","IS 74","36-005-0112","AQS"
"07/07/2016","57","","IS 74","36-005-0112","AQS"
"07/08/2016","57","","PFIZER LAB SITE","36-005-0133","AQS"
"07/09/2016","14","","IS 52","36-005-0110","AQS"
"07/10/2016","6","","IS 52","36-005-0110","AQS"
"07/11/2016","14","","PFIZER LAB SITE","36-005-0133","AQS"
"07/12/2016","28","","IS 74","36-005-0112","AQS"
"07/13/2016","26","","IS 74","36-005-0112","AQS"
"07/14/2016","56","","MORRISANIA","36-005-0080","AQS"
"07/15/2016","48","","IS 74","36-005-0112","AQS"
"07/16/2016","32","","IS 52","36-005-0110","AQS"
"07/17/2016","45","","PFIZER LAB SITE","36-005-0133","AQS"
"07/18/2016","42","","IS 74","36-005-0112","AQS"
"07/19/2016","16","","IS 52","36-005-0110","AQS"
"07/20/2016","28","","PFIZER LAB SITE","36-005-0133","AQS"
"07/21/2016","38","","IS 52","36-005-0110","AQS"
"07/22/2016","55","","IS 74","36-005-0112","AQS"
"07/23/2016","41","","PFIZER LAB SITE","36-005-0133","AQS"
"07/24/2016","28","","IS 52","36-005-0110","AQS"
"07/25/2016","45","","IS 52","36-005-0110","AQS"
"07/26/2016","28","","PFIZER LAB SITE","36-005-0133","AQS"
"07/27/2016","28","","IS 52","36-005-0110","AQS"
"07/28/2016","59","","IS 74","36-005-0112","AQS"
"07/29/2016","55","","IS 52","36-005-0110","AQS"
"07/30/2016","52","","IS 52","36-005-0110","AQS"
"07/31/2016","32","","IS 52","36-005-0110","AQS"
"08/01/2016","29","","IS 52","36-005-0110","AQS"
"08/02/2016","29","","IS 74","36-005-0112","AQS"
"08/03/2016","20","","IS 52","36-005-0110","AQS"
"08/04/2016","38","","PFIZER LAB SITE","36-005-0133","AQS"
"08/05/2016","30","","IS 52","36-005-0110","AQS"
"08/06/2016","28","","IS 52","36-005-0110","AQS"
"08/07/2016","25","","PFIZER LAB SITE","36-005-0133","AQS"
"08/08/2016","25","","IS 74","36-005-0112","AQS"
"08/09/2016","30","","IS 52","36-005-0110","AQS"
"08/10/2016","49","","PFIZER LAB SITE","36-005-0133","AQS"
"08/11/2016","38","","IS 74","36-005-0112","AQS"
"08/12/2016","29","","IS 74","36-005-0112","AQS"
"08/13/2016","58","","PFIZER LAB SITE","36-005-0133","AQS"
"08/14/2016","18","","IS 52","36-005-0110","AQS"
"08/15/2016","18","","IS 52","36-005-0110","AQS"
"08/16/2016","46","","PFIZER LAB SITE","36-005-0133","AQS"
"08/17/2016","13","","IS 52","36-005-0110","AQS"
"08/18/2016","22","","IS 52","36-005-0110","AQS"
"08/19/2016","42","","PFIZER LAB SITE","36-005-0133","AQS"
"08/20/2016","36","","IS 52","36-005-0110","AQS"
"08/21/2016","18","","IS 52","36-005-0110","AQS"
"08/22/2016","15","","IS 52","36-005-0110","AQS"
"08/23/2016","20","","IS 52","36-005-0110","AQS"
"08/24/2016","34","","IS 52","36-005-0110","AQS"
"08/25/2016","43","","PFIZER LAB SITE","36-005-0133","AQS"
"08/26/2016","36","","IS 52","36-005-0110","AQS"
"08/27/2016","23","","IS 52","36-005-0110","AQS"
"08/28/2016","30","","PFIZER LAB SITE","36-005-0133","AQS"
"08/29/2016","20","","IS 52","36-005-0110","AQS"
"08/30/2016","25","","IS 74","36-005-0112","AQS"
"08/31/2016","43","","PFIZER LAB SITE","36-005-0133","AQS"
"09/01/2016","45","","IS 74","36-005-0112","AQS"
"09/02/2016","10","","IS 74","36-005-0112","AQS"
"09/03/2016","29","","PFIZER LAB SITE","36-005-0133","AQS"
"09/04/2016","11","","IS 52","36-005-0110","AQS"
"09/05/2016","10","","IS 52","36-005-0110","AQS"
"09/06/2016","19","","PFIZER LAB SITE","36-005-0133","AQS"
"09/07/2016","18","","IS 74","36-005-0112","AQS"
"09/08/2016","51","","IS 74","36-005-0112","AQS"
"09/09/2016","54","","PFIZER LAB SITE","36-005-0133","AQS"
"09/10/2016","53","","MORRISANIA","36-005-0080","AQS"
"09/11/2016","20","","IS 52","36-005-0110","AQS"
"09/12/2016","17","","PFIZER LAB SITE","36-005-0133","AQS"
"09/13/2016","19","","IS 52","36-005-0110","AQS"
"09/14/2016","30","","IS 74","36-005-0112","AQS"
"09/15/2016","14","","PFIZER LAB SITE","36-005-0133","AQS"
"09/16/2016","31","","MORRISANIA","36-005-0080","AQS"
"09/17/2016","20","","MORRISANIA","36-005-0080","AQS"
"09/18/2016","34","","IS 52","36-005-0110","AQS"
"09/19/2016","27","","IS 74","36-005-0112","AQS"
"09/20/2016","25","","IS 74","36-005-0112","AQS"
"09/21/2016","35","","PFIZER LAB SITE","36-005-0133","AQS"
"09/22/2016","24","","IS 74","36-005-0112","AQS"
"09/23/2016","43","","IS 74","36-005-0112","AQS"
"09/24/2016","16","","PFIZER LAB SITE","36-005-0133","AQS"
"09/25/2016","10","","IS 52","36-005-0110","AQS"
"09/26/2016","13","","IS 52","36-005-0110","AQS"
"09/27/2016","30","","PFIZER LAB SITE","36-005-0133","AQS"
"09/28/2016","28","","IS 52","36-005-0110","AQS"
"09/29/2016","12","","IS 52","36-005-0110","AQS"
"09/30/2016","17","","IS 52","36-005-0110","AQS"
"10/01/2016","3","","MORRISANIA","36-005-0080","AQS"
"10/02/2016","13","","MORRISANIA","36-005-0080","AQS"
"10/03/2016","40","","IS 52","36-005-0110","AQS"
"10/04/2016","18","","IS 52","36-005-0110","AQS"
"10/05/2016","18","","MORRISANIA","36-005-0080","AQS"
"10/06/2016","45","","PFIZER LAB SITE","36-005-0133","AQS"
"10/07/2016","46","","IS 52","36-005-0110","AQS"
"10/08/2016","25","","IS 52","36-005-0110","AQS"
"10/09/2016","17","","IS 52","36-005-0110","AQS"
"10/10/2016","9","","IS 74","36-005-0112","AQS"
"10/11/2016","17","","IS 74","36-005-0112","AQS"
"10/12/2016","32","","PFIZER LAB SITE","36-005-0133","AQS"
"10/13/2016","37","","IS 74","36-005-0112","AQS"
"10/14/2016","10","","IS 74","36-005-0112","AQS"
"10/15/2016","20","","PFIZER LAB SITE","36-005-0133","AQS"
"10/16/2016","29","","IS 52","36-005-0110","AQS"
"10/17/2016","55","","IS 74","36-005-0112","AQS"
"10/18/2016","66","","PFIZER LAB SITE","36-005-0133","AQS"
"10/19/2016","30","","IS 52","36-005-0110","AQS"
"10/20/2016","27","","IS 74","36-005-0112","AQS"
"10/21/2016","26","","IS 52","36-005-0110","AQS"
"10/22/2016","3","","IS 52","36-005-0110","AQS"
"10/23/2016","17","","IS 74","36-005-0112","AQS"
"10/24/2016","23","","PFIZER LAB SITE","36-005-0133","AQS"
"10/25/2016","25","","IS 74","36-005-0112","AQS"
"10/26/2016","21","","MORRISANIA","36-005-0080","AQS"
"10/27/2016","18","","IS 52","36-005-0110","AQS"
"10/28/2016","14","","IS 52","36-005-0110","AQS"
"10/29/2016","28","","IS 74","36-005-0112","AQS"
"10/30/2016","52","","PFIZER LAB SITE","36-005-0133","AQS"
"10/31/2016","11","","IS 74","36-005-0112","AQS"
"11/01/2016","23","","IS 52","36-005-0110","AQS"
"11/02/2016","66","","PFIZER LAB SITE","36-005-0133","AQS"
"11/03/2016","59","","IS 52","36-005-0110","AQS"
"11/04/2016","15","","IS 74","36-005-0112","AQS"
"11/05/2016","36","","PFIZER LAB SITE","36-005-0133","AQS"
"11/06/2016","19","","IS 74","36-005-0112","AQS"
"11/07/2016","15","","IS 74","36-005-0112","AQS"
"11/08/2016","47","","PFIZER LAB SITE","36-005-0133","AQS"
"11/09/2016","52","","IS 74","36-005-0112","AQS"
"11/10/2016","13","","IS 74","36-005-0112","AQS"
"11/11/2016","21","","IS 74","36-005-0112","AQS"
"11/12/2016","15","","MORRISANIA","36-005-0080","AQS"
"11/13/2016","27","","IS 74","36-005-0112","AQS"
"11/14/2016","48","","PFIZER LAB SITE","36-005-0133","AQS"
"11/15/2016","32","","MORRISANIA","36-005-0080","AQS"
"11/16/2016","48","","IS 74","36-005-0112","AQS"
"11/17/2016","51","","PFIZER LAB SITE","36-005-0133","AQS"
"11/18/2016","43","","IS 74","36-005-0112","AQS"
"11/19/2016","37","","IS 74","36-005-0112","AQS"
"11/20/2016","8","","PFIZER LAB SITE","36-005-0133","AQS"
"11/21/2016","16","","MORRISANIA","36-005-0080","AQS"
"11/22/2016","36","","MORRISANIA","36-005-0080","AQS"
"11/23/2016","33","","MORRISANIA","36-005-0080","AQS"
"11/24/2016","32","","MORRISANIA","36-005-0080","AQS"
"11/25/2016","69","","IS 52","36-005-0110","AQS"
"11/26/2016","48","","PFIZER LAB SITE","36-005-0133","AQS"
"11/27/2016","20","","MORRISANIA","36-005-0080","AQS"
"11/28/2016","36","","MORRISANIA","36-005-0080","AQS"
"11/29/2016","36","","IS 74","36-005-0112","AQS"
"11/30/2016","40","","IS 52","36-005-0110","AQS"
"12/01/2016","20","","MORRISANIA","36-005-0080","AQS"
"12/02/2016","23","","IS 74","36-005-0112","AQS"
"12/03/2016","19","","MORRISANIA","36-005-0080","AQS"
"12/04/2016","23","","MORRISANIA","36-005-0080","AQS"
"12/05/2016","29","","MORRISANIA","36-005-0080","AQS"
"12/06/2016","47","","MORRISANIA","36-005-0080","AQS"
"12/07/2016","43","","MORRISANIA","36-005-0080","AQS"
"12/08/2016","42","","PFIZER LAB SITE","36-005-0133","AQS"
"12/09/2016","21","","MORRISANIA","36-005-0080","AQS"
"12/10/2016","25","","MORRISANIA","36-005-0080","AQS"
"12/11/2016","48","","IS 52","36-005-0110","AQS"
"12/12/2016","43","","MORRISANIA","36-005-0080","AQS"
"12/13/2016","45","","MORRISANIA","36-005-0080","AQS"
"12/14/2016","54","","IS 52","36-005-0110","AQS"
"12/15/2016","30","","MORRISANIA","36-005-0080","AQS"
"12/16/2016","37","","MORRISANIA","36-005-0080","AQS"
"12/17/2016","52","","IS 52","36-005-0110","AQS"
"12/18/2016","51","","MORRISANIA","36-005-0080","AQS"
"12/19/2016","24","","MORRISANIA","36-005-0080","AQS"
"12/20/2016","45","","IS 52","36-005-0110","AQS"
"12/21/2016","57","","IS 74","36-005-0112","AQS"
"12/22/2016","54","","IS 74","36-005-0112","AQS"
"12/23/2016","43","","PFIZER LAB SITE","36-005-0133","AQS"
"12/24/2016","47","","MORRISANIA","36-005-0080","AQS"
"12/25/2016","33","","MORRISANIA","36-005-0080","AQS"
"12/26/2016","31","","MORRISANIA","36-005-0080","AQS"
"12/27/2016","32","","MORRISANIA","36-005-0080","AQS"
"12/28/2016","32","","MORRISANIA","36-005-0080","AQS"
"12/29/2016","40","","IS 74","36-005-0112","AQS"
"12/30/2016","35","","MORRISANIA","36-005-0080","AQS"
"12/31/2016","32","","MORRISANIA","36-005-0080","AQS"
"01/01/2017","55","","IS 74","36-005-0112","AQS"
"01/02/2017","47","","MORRISANIA","36-005-0080","AQS"
"01/03/2017","20","","MORRISANIA","36-005-0080","AQS"
"01/04/2017","41","","IS 74","36-005-0112","AQS"
"01/05/2017","42","","IS 74","36-005-0112","AQS"
"01/06/2017","45","","IS 74","36-005-0112","AQS"
"01/07/2017","43","","IS 74","36-005-0112","AQS"
"01/08/2017","42","","IS 74","36-005-0112","AQS"
"01/09/2017","46","","MORRISANIA","36-005-0080","AQS"
"01/10/2017","50","","IS 74","36-005-0112","AQS"
"01/11/2017","52","","IS 74","36-005-0112","AQS"
"01/12/2017","51","","IS 74","36-005-0112","AQS"
"01/13/2017","36","","MORRISANIA","36-005-0080","AQS"
"01/14/2017","36","","MORRISANIA","36-005-0080","AQS"
"01/15/2017","45","","IS 74","36-005-0112","AQS"
"01/16/2017","57","","PFIZER LAB SITE","36-005-0133","AQS"
"01/17/2017","74","","IS 52","36-005-0110","AQS"
"01/18/2017","34","","MORRISANIA","36-005-0080","AQS"
"01/19/2017","49","","MORRISANIA","36-005-0080","AQS"
"01/20/2017","47","","MORRISANIA","36-005-0080","AQS"
"01/21/2017","60","","IS 52","36-005-0110","AQS"
"01/22/2017","63","","IS 52","36-005-0110","AQS"
"01/23/2017","20","","IS 74","36-005-0112","AQS"
"01/24/2017","21","","IS 74","36-005-0112","AQS"
"01/25/2017","34","","MORRISANIA","36-005-0080","AQS"
"01/26/2017","40","","MORRISANIA","36-005-0080","AQS"
"01/27/2017","26","","IS 74","36-005-0112","AQS"
"01/28/2017","34","","IS 74","36-005-0112","AQS"
"01/29/2017","43","","IS 74","36-005-0112","AQS"
"01/30/2017","31","","IS 74","36-005-0112","AQS"
"01/31/2017","36","","MORRISANIA","36-005-0080","AQS"
"02/01/2017","40","","IS 74","36-005-0112","AQS"
"02/02/2017","35","","IS 74","36-005-0112","AQS"
"02/03/2017","45","","MORRISANIA","36-005-0080","AQS"
"02/04/2017","49","","MORRISANIA","36-005-0080","AQS"
"02/05/2017","47","","MORRISANIA","36-005-0080","AQS"
"02/06/2017","58","","PFIZER LAB SITE","36-005-0133","AQS"
"02/07/2017","57","","IS 52","36-005-0110","AQS"
"02/08/2017","53","","IS 74","36-005-0112","AQS"
"02/09/2017","30","","MORRISANIA","36-005-0080","AQS"
"02/10/2017","30","","MORRISANIA","36-005-0080","AQS"
"02/11/2017","55","","IS 74","36-005-0112","AQS"
"02/12/2017","44","","IS 52","36-005-0110","AQS"
"02/13/2017","40","","MORRISANIA","36-005-0080","AQS"
"02/14/2017","54","","MORRISANIA","36-005-0080","AQS"
"02/15/2017","62","","PFIZER LAB SITE","36-005-0133","AQS"
"02/16/2017","32","","MORRISANIA","36-005-0080","AQS"
"02/17/2017","37","","MORRISANIA","36-005-0080","AQS"
"02/18/2017","60","","PFIZER LAB SITE","36-005-0133","AQS"
"02/19/2017","45","","MORRISANIA","36-005-0080","AQS"
"02/20/2017","24","","MORRISANIA","36-005-0080","AQS"
"02/21/2017","29","","MORRISANIA","36-005-0080","AQS"
"02/22/2017","51","","MORRISANIA","36-005-0080","AQS"
"02/23/2017","69","","IS 52","36-005-0110","AQS"
"02/24/2017","49","","IS 74","36-005-0112","AQS"
"02/25/2017","20","","MORRISANIA","36-005-0080","AQS"
"02/26/2017","21","","IS 74","36-005-0112","AQS"
"02/27/2017","44","","IS 74","36-005-0112","AQS"
"02/28/2017","43","","MORRISANIA","36-005-0080","AQS"
"03/01/2017","39","","IS 74","36-005-0112","AQS"
"03/02/2017","23","","IS 74","36-005-0112","AQS"
"03/03/2017","23","","MORRISANIA","36-005-0080","AQS"
"03/04/2017","24","","MORRISANIA","36-005-0080","AQS"
"03/05/2017","20","","MORRISANIA","36-005-0080","AQS"
"03/06/2017","39","","MORRISANIA","36-005-0080","AQS"
"03/07/2017","54","","MORRISANIA","36-005-0080","AQS"
"03/08/2017","44","","MORRISANIA","36-005-0080","AQS"
"03/09/2017","22","","MORRISANIA","36-005-0080","AQS"
"03/10/2017","17","","MORRISANIA","36-005-0080","AQS"
"03/11/2017","18","","MORRISANIA","36-005-0080","AQS"
"03/12/2017","21","","MORRISANIA","36-005-0080","AQS"
"03/13/2017","28","","MORRISANIA","36-005-0080","AQS"
"03/14/2017","18","","PFIZER LAB SITE","36-005-0133","AQS"
"03/15/2017","32","","MORRISANIA","36-005-0080","AQS"
"03/16/2017","41","","MORRISANIA","36-005-0080","AQS"
"03/17/2017","37","","MORRISANIA","36-005-0080","AQS"
"03/18/2017","35","","MORRISANIA","36-005-0080","AQS"
"03/19/2017","18","","MORRISANIA","36-005-0080","AQS"
"03/20/2017","25","","PFIZER LAB SITE","36-005-0133","AQS"
"03/21/2017","35","","MORRISANIA","36-005-0080","AQS"
"03/22/2017","23","","MORRISANIA","36-005-0080","AQS"
"03/23/2017","22","","PFIZER LAB SITE","36-005-0133","AQS"
"03/24/2017","45","","IS 74","36-005-0112","AQS"
"03/25/2017","57","","IS 74","36-005-0112","AQS"
"03/26/2017","31","","IS 52","36-005-0110","AQS"
"03/27/2017","33","","IS 52","36-005-0110","AQS"
"03/28/2017","24","","IS 52","36-005-0110","AQS"
"03/29/2017","17","","PFIZER LAB SITE","36-005-0133","AQS"
"03/30/2017","22","","IS 52","36-005-0110","AQS"
"03/31/2017","15","","IS 52","36-005-0110","AQS"
"04/01/2017","14","","PFIZER LAB SITE","36-005-0133","AQS"
"04/02/2017","13","","IS 74","36-005-0112","AQS"
"04/03/2017","33","","MORRISANIA","36-005-0080","AQS"
"04/04/2017","20","","IS 52","36-005-0110","AQS"
"04/05/2017","45","","IS 52","36-005-0110","AQS"
"04/06/2017","20","","MORRISANIA","36-005-0080","AQS"
"04/07/2017","11","","MORRISANIA","36-005-0080","AQS"
"04/08/2017","10","","MORRISANIA","36-005-0080","AQS"
"04/09/2017","23","","MORRISANIA","36-005-0080","AQS"
"04/10/2017","55","","IS 74","36-005-0112","AQS"
"04/11/2017","56","","MORRISANIA","36-005-0080","AQS"
"04/12/2017","53","","IS 52","36-005-0110","AQS"
